GEOID_2019,ST_ABBREV,TURBZNAME,TURBZCODE,TLIFENAME,TLIFECODE,TSEGNAME,households,urbanization,lifemode,segment
240419603001,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240419603002,MD,Metro Cities,3,Senior Styles,9,Retirement Communities,44,Metro Cities,Senior Styles,Retirement Communities
240419604001,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240419604002,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240419604003,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240419604004,MD,Metro Cities,3,Senior Styles,9,Retirement Communities,44,Metro Cities,Senior Styles,Retirement Communities
240419605011,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240419605012,MD,Suburban Periphery,4,GenXurban,5,Midlife Constants,20,Suburban Periphery,GenXurban,Midlife Constants
240419605021,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240419605022,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240419606001,MD,Suburban Periphery,4,Senior Styles,9,Silver & Gold,40,Suburban Periphery,Senior Styles,Silver & Gold
240419607001,MD,Suburban Periphery,4,Senior Styles,9,Silver & Gold,40,Suburban Periphery,Senior Styles,Silver & Gold
240419607002,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240419607003,MD,Suburban Periphery,4,Senior Styles,9,Silver & Gold,40,Suburban Periphery,Senior Styles,Silver & Gold
240419607004,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240419608001,MD,Rural,6,Cozy Country Living,6,Rural Resort Dwellers,25,Rural,Cozy Country Living,Rural Resort Dwellers
240419608002,MD,Rural,6,Cozy Country Living,6,Rural Resort Dwellers,25,Rural,Cozy Country Living,Rural Resort Dwellers
240419609001,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240419609002,MD,Suburban Periphery,4,Senior Styles,9,Silver & Gold,40,Suburban Periphery,Senior Styles,Silver & Gold
240419609003,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240419609004,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240430001001,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430001002,MD,Metro Cities,3,Middle Ground,8,Emerald City,34,Metro Cities,Middle Ground,Emerald City
240430002001,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430002002,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430002003,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240430003011,MD,Semirural,5,Cozy Country Living,6,Heartland Communities,26,Semirural,Cozy Country Living,Heartland Communities
240430003012,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240430003021,MD,Metro Cities,3,Middle Ground,8,Hardscrabble Road,39,Metro Cities,Middle Ground,Hardscrabble Road
240430003022,MD,Metro Cities,3,Middle Ground,8,Hardscrabble Road,39,Metro Cities,Middle Ground,Hardscrabble Road
240430004001,MD,Metro Cities,3,Midtown Singles,11,City Commons,55,Metro Cities,Midtown Singles,City Commons
240430004002,MD,Metro Cities,3,Midtown Singles,11,City Commons,55,Metro Cities,Midtown Singles,City Commons
240430004003,MD,Metro Cities,3,Senior Styles,9,Social Security Set,45,Metro Cities,Senior Styles,Social Security Set
240430005001,MD,Metro Cities,3,Midtown Singles,11,Set to Impress,54,Metro Cities,Midtown Singles,Set to Impress
240430005002,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240430005003,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240430006011,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240430006012,MD,Metro Cities,3,Midtown Singles,11,Set to Impress,54,Metro Cities,Midtown Singles,Set to Impress
240430006021,MD,Metro Cities,3,Senior Styles,9,Retirement Communities,44,Metro Cities,Senior Styles,Retirement Communities
240430006022,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430007001,MD,Metro Cities,3,Senior Styles,9,Social Security Set,45,Metro Cities,Senior Styles,Social Security Set
240430007002,MD,Metro Cities,3,Middle Ground,8,Hardscrabble Road,39,Metro Cities,Middle Ground,Hardscrabble Road
240430007003,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240430008001,MD,Metro Cities,3,Senior Styles,9,Social Security Set,45,Metro Cities,Senior Styles,Social Security Set
240430008002,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240430008003,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240430009001,MD,Metro Cities,3,Middle Ground,8,Hardscrabble Road,39,Metro Cities,Middle Ground,Hardscrabble Road
240430009002,MD,Metro Cities,3,Midtown Singles,11,City Commons,55,Metro Cities,Midtown Singles,City Commons
240430009003,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240430010011,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430010012,MD,Suburban Periphery,4,GenXurban,5,Midlife Constants,20,Suburban Periphery,GenXurban,Midlife Constants
240430010013,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240430010014,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240430010021,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240430010022,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430010023,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430101001,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430102001,MD,Rural,6,Cozy Country Living,6,Prairie Living,24,Rural,Cozy Country Living,Prairie Living
240430102002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430102003,MD,Suburban Periphery,4,Affluent Estates,1,Exurbanites,5,Suburban Periphery,Affluent Estates,Exurbanites
240430102004,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240430103001,MD,Semirural,5,Cozy Country Living,6,Heartland Communities,26,Semirural,Cozy Country Living,Heartland Communities
240430103002,MD,Semirural,5,Family Landscapes,4,Middleburg,15,Semirural,Family Landscapes,Middleburg
240430103003,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240430104001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430104002,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430104003,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430104004,MD,Suburban Periphery,4,Ethnic Enclaves,7,Up and Coming Families,27,Suburban Periphery,Ethnic Enclaves,Up and Coming Families
240430105001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430105002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430105003,MD,Semirural,5,Family Landscapes,4,Middleburg,15,Semirural,Family Landscapes,Middleburg
240430105004,MD,Rural,6,Rustic Outposts,10,Southern Satellites,46,Rural,Rustic Outposts,Southern Satellites
240430106001,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240430106002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430106003,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240430106004,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430107001,MD,Rural,6,Cozy Country Living,6,Salt of the Earth,22,Rural,Cozy Country Living,Salt of the Earth
240430107002,MD,Semirural,5,Cozy Country Living,6,Heartland Communities,26,Semirural,Cozy Country Living,Heartland Communities
240430107003,MD,Rural,6,Rustic Outposts,10,Southern Satellites,46,Rural,Rustic Outposts,Southern Satellites
240430108011,MD,Suburban Periphery,4,GenXurban,5,Midlife Constants,20,Suburban Periphery,GenXurban,Midlife Constants
240430108012,MD,Suburban Periphery,4,GenXurban,5,Midlife Constants,20,Suburban Periphery,GenXurban,Midlife Constants
240430108021,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240430108022,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430109001,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240430109002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430109003,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430109004,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240430110001,MD,,,,,Unclassified,68,NA,NA,Unclassified
240430110002,MD,,,,,Unclassified,68,NA,NA,Unclassified
240430110003,MD,,,,,Unclassified,68,NA,NA,Unclassified
240430111001,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430111002,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240430111003,MD,Semirural,5,Cozy Country Living,6,Heartland Communities,26,Semirural,Cozy Country Living,Heartland Communities
240430111004,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430112011,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240430112012,MD,Suburban Periphery,4,GenXurban,5,Midlife Constants,20,Suburban Periphery,GenXurban,Midlife Constants
240430112013,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430112014,MD,Semirural,5,Family Landscapes,4,Middleburg,15,Semirural,Family Landscapes,Middleburg
240430112021,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430112022,MD,Suburban Periphery,4,GenXurban,5,Midlife Constants,20,Suburban Periphery,GenXurban,Midlife Constants
240430112023,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240430113011,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430113012,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430113013,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240430113021,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430113022,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240430113023,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240430114001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430114002,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240430114003,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430115001,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240430115002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430115003,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430115004,MD,Rural,6,Cozy Country Living,6,The Great Outdoors,23,Rural,Cozy Country Living,The Great Outdoors
240430116001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240430116002,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240450001001,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240450001002,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240450001003,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240450001004,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240450001005,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240450002001,MD,Urban Periphery,2,GenXurban,5,Rustbelt Traditions,19,Urban Periphery,GenXurban,Rustbelt Traditions
240450002002,MD,Metro Cities,3,Middle Ground,8,Emerald City,34,Metro Cities,Middle Ground,Emerald City
240450003001,MD,Metro Cities,3,Middle Ground,8,Hardscrabble Road,39,Metro Cities,Middle Ground,Hardscrabble Road
240450003002,MD,Metro Cities,3,Midtown Singles,11,City Commons,55,Metro Cities,Midtown Singles,City Commons
240450004001,MD,Metro Cities,3,Midtown Singles,11,Set to Impress,54,Metro Cities,Midtown Singles,Set to Impress
240450004002,MD,Metro Cities,3,Scholars and Patriots,14,College Towns,66,Metro Cities,Scholars and Patriots,College Towns
240450004003,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240450004004,MD,Metro Cities,3,Midtown Singles,11,Set to Impress,54,Metro Cities,Midtown Singles,Set to Impress
240450005001,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240450005002,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240450005003,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240450101011,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240450101012,MD,Metro Cities,3,Middle Ground,8,Front Porches,37,Metro Cities,Middle Ground,Front Porches
240450101013,MD,Suburban Periphery,4,GenXurban,5,Comfortable Empty Nesters,16,Suburban Periphery,GenXurban,Comfortable Empty Nesters
240450101014,MD,Suburban Periphery,4,GenXurban,5,Midlife Constants,20,Suburban Periphery,GenXurban,Midlife Constants
240450101015,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240450101021,MD,Metro Cities,3,Middle Ground,8,Old and Newcomers,38,Metro Cities,Middle Ground,Old and Newcomers
240450101022,MD,Suburban Periphery,4,GenXurban,5,Parks and Rec,18,Suburban Periphery,GenXurban,Parks and Rec
240450102001,MD,Urban Periphery,2,Hometown,12,Family Foundations,56,Urban Periphery,Hometown,Family Foundations
240450102002,MD,Urban Periphery,2,Hometown,12,Modest Income Homes,59,Urban Periphery,Hometown,Modest Income Homes
240450102003,MD,Metro Cities,3,Middle Ground,8,Hardscrabble Road,39,Metro Cities,Middle Ground,Hardscrabble Road
240450102004,MD,Metro Cities,3,Hometown,12,Traditional Living,57,Metro Cities,Hometown,Traditional Living
240450102005,MD,Urban Periphery,2,Hometown,12,Modest Income Homes,59,Urban Periphery,Hometown,Modest Income Homes
240450103001,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
240450103002,MD,Metro Cities,3,Midtown Singles,11,City Commons,55,Metro Cities,Midtown Singles,City Commons
240450103003,MD,Suburban Periphery,4,Family Landscapes,4,Soccer Moms,13,Suburban Periphery,Family Landscapes,Soccer Moms
240450103004,MD,Suburban Periphery,4,Affluent Estates,1,Savvy Suburbanites,4,Suburban Periphery,Affluent Estates,Savvy Suburbanites
240450104001,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240450104002,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240450104003,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240450104004,MD,Semirural,5,Rustic Outposts,10,Down the Road,49,Semirural,Rustic Outposts,Down the Road
240450105011,MD,Semirural,5,Family Landscapes,4,Middleburg,15,Semirural,Family Landscapes,Middleburg
240450105012,MD,Semirural,5,Family Landscapes,4,Middleburg,15,Semirural,Family Landscapes,Middleburg
240450105013,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240450105021,MD,Suburban Periphery,4,Senior Styles,9,Golden Years,41,Suburban Periphery,Senior Styles,Golden Years
240450105022,MD,Metro Cities,3,Scholars and Patriots,14,College Towns,66,Metro Cities,Scholars and Patriots,College Towns
240450105023,MD,Metro Cities,3,Midtown Singles,11,Young and Restless,52,Metro Cities,Midtown Singles,Young and Restless
240450105024,MD,Urban Periphery,2,Midtown Singles,11,Metro Fusion,53,Urban Periphery,Midtown Singles,Metro Fusion
240450106031,MD,Urban Periphery,2,Middle Ground,8,Bright Young Professionals,35,Urban Periphery,Middle Ground,Bright Young Professionals
240450106032,MD,Metro Cities,3,GenXurban,5,In Style,17,Metro Cities,GenXurban,In Style
240450106033,MD,Rural,6,Cozy Country Living,6,Green Acres,21,Rural,Cozy Country Living,Green Acres
